text,start,duration,end,clean_text,tokens,word_count,sentiment,sentiment_num,entities,time_bin
"which now has reflective yarn
woven throughout the fabric.",1345.908,3.804,1349.712,"which now has reflective yarn
woven throughout the fabric.","['which', 'now', 'has', 'reflective', 'yarn', 'woven', 'throughout', 'the']",8,POSITIVE,1,[],1320.0
"And a new Hermès jacquard knit band
with matching watch face that plays",1349.745,3.67,1353.415,"and a new hermès jacquard knit band
with matching watch face that plays","['and', 'a', 'new', 'hermès', 'jacquard', 'knit', 'band', 'with', 'matching', 'watch', 'face', 'that', 'plays']",13,POSITIVE,1,"[('jacquard knit', 'PERSON')]",1320.0
"whimsical animations
set in their iconic Paris store.",1353.449,3.97,1357.419,"whimsical animations
set in their iconic paris store.","['whimsical', 'animations', 'set', 'in', 'their', 'iconic', 'paris']",7,POSITIVE,1,"[('paris', 'GPE')]",1320.0
"There is also an elegant, narrow Grand H
and new colors across the collection.",1357.453,4.905,1362.358,"there is also an elegant, narrow grand h
and new colors across the collection.","['there', 'is', 'also', 'an', 'narrow', 'grand', 'h', 'and', 'new', 'colors', 'across', 'the']",12,POSITIVE,1,[],1320.0
And that’s Apple Watch Series 11.,1362.758,2.636,1365.394,and that’s apple watch series 11.,"['and', 'apple', 'watch', 'series']",4,POSITIVE,1,"[('11', 'CARDINAL')]",1320.0
"With better durability,
5G, 24-hour battery life,",1365.394,4.404,1369.798,"with better durability,
5g, 24-hour battery life,","['with', 'better', 'battery']",3,NEGATIVE,-1,"[('5', 'CARDINAL'), ('24-hour', 'TIME')]",1320.0
"and our most comprehensive
set of innovative health features,",1369.832,3.57,1373.402,"and our most comprehensive
set of innovative health features,","['and', 'our', 'most', 'comprehensive', 'set', 'of', 'innovative', 'health']",8,POSITIVE,1,[],1320.0
"now including hypertension
notifications and sleep score.",1373.402,3.804,1377.2060000000001,"now including hypertension
notifications and sleep score.","['now', 'including', 'hypertension', 'notifications', 'and', 'sleep']",6,NEGATIVE,-1,[],1320.0
"I’ll turn it over to Amanda to tell you
about the next version of Apple Watch SE.",1377.606,4.905,1382.511,"i’ll turn it over to amanda to tell you
about the next version of apple watch se.","['turn', 'it', 'over', 'to', 'amanda', 'to', 'tell', 'you', 'about', 'the', 'next', 'version', 'of', 'apple', 'watch']",15,POSITIVE,1,[],1320.0
"Apple Watch SE delivers
the core features",1386.248,2.836,1389.084,"apple watch se delivers
the core features","['apple', 'watch', 'se', 'delivers', 'the', 'core', 'features']",7,POSITIVE,1,"[('apple', 'ORG')]",1320.0
"and benefits of Apple Watch
at the most affordable price.",1389.118,4.07,1393.1879999999999,"and benefits of apple watch
at the most affordable price.","['and', 'benefits', 'of', 'apple', 'watch', 'at', 'the', 'most', 'affordable']",9,POSITIVE,1,[],1320.0
"For many people, it’s the perfect way
to get started.",1393.222,3.336,1396.558,"for many people, it’s the perfect way
to get started.","['for', 'many', 'the', 'perfect', 'way', 'to', 'get']",7,POSITIVE,1,[],1320.0
"This year we are delighted to
introduce Apple Watch SE 3.",1396.792,4.605,1401.397,"this year we are delighted to
introduce apple watch se 3.","['this', 'year', 'we', 'are', 'delighted', 'to', 'introduce', 'apple', 'watch', 'se']",10,POSITIVE,1,"[('this year', 'DATE'), ('3', 'CARDINAL')]",1320.0
"First, it gets our most powerful
Apple Watch chip, S10,",1401.797,4.071,1405.868,"first, it gets our most powerful
apple watch chip, s10,","['it', 'gets', 'our', 'most', 'powerful', 'apple', 'watch']",7,POSITIVE,1,"[('first', 'ORDINAL')]",1320.0
which enables even more features.,1405.901,2.469,1408.3700000000001,which enables even more features.,"['which', 'enables', 'even', 'more']",4,POSITIVE,1,[],1320.0
"It brings an Always-On display
to SE for the first time!",1408.404,4.037,1412.441,"it brings an always-on display
to se for the first time!","['it', 'brings', 'an', 'display', 'to', 'se', 'for', 'the', 'first']",9,POSITIVE,1,"[('first', 'ORDINAL')]",1320.0
"Now you can read the time and see
the watch face without waking the display.",1412.474,5.372,1417.846,"now you can read the time and see
the watch face without waking the display.","['now', 'you', 'can', 'read', 'the', 'time', 'and', 'see', 'the', 'watch', 'face', 'without', 'waking', 'the']",14,POSITIVE,1,[],1320.0
"With S10, SE also supports gestures
like double tap and wrist flick",1417.88,5.272,1423.152,"with s10, se also supports gestures
like double tap and wrist flick","['with', 'se', 'also', 'supports', 'gestures', 'like', 'double', 'tap', 'and', 'wrist', 'flick']",11,POSITIVE,1,[],1320.0
"so you can easily control your
watch with just one hand.",1423.185,3.871,1427.056,"so you can easily control your
watch with just one hand.","['so', 'you', 'can', 'easily', 'control', 'your', 'watch', 'with', 'just', 'one']",10,NEGATIVE,-1,[],1320.0
"SE already has important features like
heart rate notifications, Fall Detection",1427.089,6.006,1433.095,"se already has important features like
heart rate notifications, fall detection","['se', 'already', 'has', 'important', 'features', 'like', 'heart', 'rate', 'fall', 'detection']",10,POSITIVE,1,[],1320.0
and Crash Detection.,1433.128,1.869,1434.9969999999998,and crash detection.,"['and', 'crash']",2,NEGATIVE,-1,[],1320.0
"SE 3 adds even more, like wrist
temperature sensing which enables",1435.03,4.805,1439.835,"se 3 adds even more, like wrist
temperature sensing which enables","['se', 'adds', 'even', 'like', 'wrist', 'temperature', 'sensing', 'which', 'enables']",9,POSITIVE,1,"[('3', 'CARDINAL')]",1320.0
retrospective ovulation estimates.,1439.835,2.669,1442.5040000000001,retrospective ovulation estimates.,"['retrospective', 'ovulation']",2,NEGATIVE,-1,[],1320.0
"And gives you richer insights
in the Vitals app, so you can be notified",1442.538,4.471,1447.009,"and gives you richer insights
in the vitals app, so you can be notified","['and', 'gives', 'you', 'richer', 'insights', 'in', 'the', 'vitals', 'so', 'you', 'can', 'be', 'notified']",13,POSITIVE,1,[],1440.0
when something might be off.,1447.042,1.735,1448.7769999999998,when something might be off.,"['when', 'something', 'might', 'be']",4,NEGATIVE,-1,[],1440.0
"SE also gets sleep apnea
notifications and sleep score.",1448.944,4.471,1453.415,"se also gets sleep apnea
notifications and sleep score.","['se', 'also', 'gets', 'sleep', 'apnea', 'notifications', 'and', 'sleep']",8,NEGATIVE,-1,[],1440.0
"Finally, for those moments when you don’t
have your AirPods handy, you’ll be able",1453.449,3.837,1457.286,"finally, for those moments when you don’t
have your airpods handy, you’ll be able","['for', 'those', 'moments', 'when', 'you', 'have', 'your', 'airpods', 'be', 'able']",10,POSITIVE,1,[],1440.0
"to play media, like music or podcasts,
directly through the speaker.",1457.286,5.972,1463.258,"to play media, like music or podcasts,
directly through the speaker.","['to', 'play', 'like', 'music', 'or', 'directly', 'through', 'the']",8,POSITIVE,1,[],1440.0
"Even with all these great new features,
the power-efficient S10 chip enables SE",1463.258,6.273,1469.531,"even with all these great new features,
the power-efficient s10 chip enables se","['even', 'with', 'all', 'these', 'great', 'new', 'the', 'chip', 'enables', 'se']",10,POSITIVE,1,[],1440.0
"to still get all-day,
18-hour battery life.",1469.565,3.97,1473.535,"to still get all-day,
18-hour battery life.","['to', 'still', 'get', 'battery']",4,NEGATIVE,-1,"[('all-day', 'DATE'), ('18-hour', 'TIME')]",1440.0
"And for the first time, SE supports
fast charging, making it easy",1473.869,4.271,1478.1399999999999,"and for the first time, se supports
fast charging, making it easy","['and', 'for', 'the', 'first', 'se', 'supports', 'fast', 'making', 'it', 'easy']",10,POSITIVE,1,"[('first', 'ORDINAL')]",1440.0
to quickly top off the battery.,1478.173,2.703,1480.876,to quickly top off the battery.,"['to', 'quickly', 'top', 'off', 'the']",5,NEGATIVE,-1,[],1440.0
"It now charges up to two times
faster than the previous model.",1480.909,4.305,1485.2140000000002,"it now charges up to two times
faster than the previous model.","['it', 'now', 'charges', 'up', 'to', 'two', 'times', 'faster', 'than', 'the', 'previous']",11,POSITIVE,1,"[('two', 'CARDINAL')]",1440.0
"In just 15 minutes of charging, it can
add up to eight hours of normal use.",1485.247,5.272,1490.519,"in just 15 minutes of charging, it can
add up to eight hours of normal use.","['in', 'just', 'minutes', 'of', 'it', 'can', 'add', 'up', 'to', 'eight', 'hours', 'of', 'normal']",13,NEGATIVE,-1,"[('just 15 minutes', 'TIME'), ('up to eight hours', 'TIME')]",1440.0
"SE 3 comes in a popular
Starlight and Midnight,",1490.552,3.537,1494.089,"se 3 comes in a popular
starlight and midnight,","['se', 'comes', 'in', 'a', 'popular', 'starlight', 'and']",7,POSITIVE,1,"[('3', 'CARDINAL'), ('midnight', 'TIME')]",1440.0
made with 100% recycled aluminum.,1494.123,3.136,1497.259,made with 100% recycled aluminum.,"['made', 'with', 'recycled']",3,NEGATIVE,-1,"[('100%', 'PERCENT')]",1440.0
"That’s Apple Watch SE 3, featuring
a new Always-On display, 5G,",1497.292,6.006,1503.298,"that’s apple watch se 3, featuring
a new always-on display, 5g,","['apple', 'watch', 'se', 'featuring', 'a', 'new']",6,POSITIVE,1,"[('3', 'CARDINAL'), ('5', 'CARDINAL')]",1440.0
"temperature sensing, sleep apnea
notifications, and sleep score.",1503.332,4.771,1508.103,"temperature sensing, sleep apnea
notifications, and sleep score.","['temperature', 'sleep', 'apnea', 'and', 'sleep']",5,NEGATIVE,-1,[],1440.0
"And with the powerful features
of watchOS 26,",1508.137,3.603,1511.74,"and with the powerful features
of watchos 26,","['and', 'with', 'the', 'powerful', 'features', 'of', 'watchos']",7,POSITIVE,1,"[('26', 'CARDINAL')]",1440.0
this update takes SE to a whole new level.,1511.74,3.704,1515.444,this update takes se to a whole new level.,"['this', 'update', 'takes', 'se', 'to', 'a', 'whole', 'new']",8,POSITIVE,1,[],1440.0
"Not only did we update SE
and Series this year,",1515.477,3.237,1518.7140000000002,"not only did we update se
and series this year,","['not', 'only', 'did', 'we', 'update', 'se', 'and', 'series', 'this']",9,POSITIVE,1,"[('this year', 'DATE')]",1440.0
"we are also introducing an all-new
version of Apple Watch Ultra.",1518.947,4.105,1523.052,"we are also introducing an all-new
version of apple watch ultra.","['we', 'are', 'also', 'introducing', 'an', 'version', 'of', 'apple', 'watch']",9,POSITIVE,1,[],1440.0
Here’s Eugene to tell you all about it.,1523.419,2.168,1525.587,here’s eugene to tell you all about it.,"['eugene', 'to', 'tell', 'you', 'all', 'about']",6,POSITIVE,1,[],1440.0
♪ “JV Gets the $$$” by Junior Varsity ♪,1525.587,3.571,1529.158,♪ “jv gets the $$$” by junior varsity ♪,"['gets', 'the', 'by', 'junior', 'varsity']",5,NEGATIVE,-1,"[('$$$', 'MONEY')]",1440.0
"Apple Watch Ultra is
the ultimate sports and adventure watch.",1536.632,3.837,1540.469,"apple watch ultra is
the ultimate sports and adventure watch.","['apple', 'watch', 'ultra', 'is', 'the', 'ultimate', 'sports', 'and', 'adventure']",9,POSITIVE,1,"[('apple', 'ORG')]",1440.0
"Ultra seamlessly transitions from a sports
watch that helps you train for a race,",1540.502,4.605,1545.107,"ultra seamlessly transitions from a sports
watch that helps you train for a race,","['ultra', 'seamlessly', 'transitions', 'from', 'a', 'sports', 'watch', 'that', 'helps', 'you', 'train', 'for', 'a']",13,POSITIVE,1,[],1440.0
"to a smartwatch that can pay for coffee,",1545.14,2.303,1547.4430000000002,"to a smartwatch that can pay for coffee,","['to', 'a', 'smartwatch', 'that', 'can', 'pay', 'for']",7,NEGATIVE,-1,[],1440.0
"to a health monitor
that checks your vitals.",1547.476,2.603,1550.0790000000002,"to a health monitor
that checks your vitals.","['to', 'a', 'health', 'monitor', 'that', 'checks', 'your']",7,NEGATIVE,-1,[],1440.0
"This year we’re taking it further,
with Apple Watch Ultra 3.",1550.112,4.871,1554.9830000000002,"this year we’re taking it further,
with apple watch ultra 3.","['this', 'year', 'taking', 'it', 'with', 'apple', 'watch', 'ultra']",8,POSITIVE,1,"[('this year', 'DATE'), ('3', 'CARDINAL')]",1440.0
Let’s start with the display.,1556.218,1.768,1557.986,let’s start with the display.,"['start', 'with', 'the']",3,NEGATIVE,-1,[],1440.0
"Whether you’re checking
your pace in the sun",1558.02,1.868,1559.888,"whether you’re checking
your pace in the sun","['whether', 'checking', 'your', 'pace', 'in', 'the', 'sun']",7,NEGATIVE,-1,[],1440.0
"or depth underwater,
readability is crucial.",1559.922,3.136,1563.058,"or depth underwater,
readability is crucial.","['or', 'depth', 'readability', 'is']",4,POSITIVE,1,[],1440.0
"So Ultra 3 gets a new display
that uses our most advanced technology",1563.092,4.637,1567.729,"so ultra 3 gets a new display
that uses our most advanced technology","['so', 'ultra', 'gets', 'a', 'new', 'display', 'that', 'uses', 'our', 'most', 'advanced', 'technology']",12,POSITIVE,1,"[('3', 'CARDINAL')]",1560.0
with wide-angle OLEDs and LTPO3.,1567.763,2.869,1570.6319999999998,with wide-angle oleds and ltpo3.,"['with', 'oleds', 'and']",3,NEGATIVE,-1,[],1560.0
"The display is now brighter
when viewed at an angle.",1570.632,2.57,1573.202,"the display is now brighter
when viewed at an angle.","['the', 'display', 'is', 'now', 'brighter', 'when', 'viewed', 'at', 'an']",9,POSITIVE,1,[],1560.0
"And thinner borders allowed us
to grow the screen area",1573.235,2.97,1576.205,"and thinner borders allowed us
to grow the screen area","['and', 'thinner', 'borders', 'allowed', 'us', 'to', 'grow', 'the', 'screen', 'area']",10,NEGATIVE,-1,[],1560.0
without changing the case size.,1576.238,1.902,1578.14,without changing the case size.,"['without', 'changing', 'the', 'case']",4,POSITIVE,1,[],1560.0
"The result is the largest
display ever in an Apple Watch.",1578.173,4.238,1582.411,"the result is the largest
display ever in an apple watch.","['the', 'result', 'is', 'the', 'largest', 'display', 'ever', 'in', 'an', 'apple']",10,POSITIVE,1,[],1560.0
"It can also refresh
more frequently in Always-On mode",1582.411,3.103,1585.5140000000001,"it can also refresh
more frequently in always-on mode","['it', 'can', 'also', 'refresh', 'more', 'frequently', 'in', 'mode']",8,POSITIVE,1,[],1560.0
without affecting battery life.,1585.514,1.735,1587.2489999999998,without affecting battery life.,"['without', 'affecting', 'battery']",3,NEGATIVE,-1,[],1560.0
"Which means you can now see ticking
seconds in watch faces",1587.282,3.204,1590.4859999999999,"which means you can now see ticking
seconds in watch faces","['which', 'means', 'you', 'can', 'now', 'see', 'ticking', 'seconds', 'in', 'watch', 'faces']",11,NEGATIVE,-1,[],1560.0
"including a new face, Waypoint,",1590.519,2.402,1592.921,"including a new face, waypoint,","['including', 'a', 'new']",3,POSITIVE,1,[],1560.0
"that dynamically shows points
of interests in relation to you.",1592.921,3.37,1596.291,"that dynamically shows points
of interests in relation to you.","['that', 'dynamically', 'shows', 'points', 'of', 'interests', 'in', 'relation', 'to']",9,POSITIVE,1,[],1560.0
"For athletes, the Workout app
makes it faster to customize views",1596.758,3.871,1600.6290000000001,"for athletes, the workout app
makes it faster to customize views","['for', 'the', 'workout', 'app', 'makes', 'it', 'faster', 'to', 'customize', 'views']",10,NEGATIVE,-1,[],1560.0
"and use Workout Buddy,",1600.629,1.401,1602.03,"and use workout buddy,","['and', 'use', 'workout']",3,POSITIVE,1,[],1560.0
"a generative voice with Apple Intelligence
that delivers personalized feedback",1602.064,4.171,1606.2350000000001,"a generative voice with apple intelligence
that delivers personalized feedback","['a', 'generative', 'voice', 'with', 'apple', 'intelligence', 'that', 'delivers', 'personalized', 'feedback']",10,POSITIVE,1,[],1560.0
